"Identifiant action de formation";"Enseignements optionnels et langues de classe de 2nde GT";"Identifiant et fiche onisep lieu de cours";"UAI lieu de cours";"Libellé lieu de cours";"Adresse lieu de cours";"Boîte postale lieu de cours";"Code postal lieu de cours";"Commune lieu de cours";"Département lieu de cours";"Région lieu de cours";"Académie lieu de cours";"AF date création";"AF date de modification"
AF.12372;"Langues et cultures de l'Antiquité : grec / Langues et cultures de l'Antiquité : latin / LV1 : espagnol, anglais, allemand / LV2 : espagnol, anglais, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16330;0312746S;"Lycée polyvalent Marie-Louise Dissard Françoise";"5 boulevard Alain Savary";"BP 21121";31170;Tournefeuille;Haute-Garonne;Occitanie;Toulouse;06/06/2020;27/01/2025
AF.53720;"Arts : histoire des arts / Création et culture-design / Italien / LV1 : anglais, allemand, espagnol / LV2 : espagnol, anglais, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14475;0594391C;"École supérieure des arts appliqués et du textile";"539 avenue des Nations Unies";;59100;Roubaix;Nord;Hauts-de-France;Lille;06/06/2020;19/02/2024
AF.82478;"Arts : arts plastiques / Langues et cultures de l'Antiquité : latin / Management et gestion / LV1 : anglais, allemand / LV2 : espagnol, anglais, allemand, italien";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4651;0383119J;"Lycée général et technologique Pierre Béghin";"76 rue de la Roche Brune";"BP 17";38430;Moirans;Isère;Auvergne-Rhône-Alpes;Grenoble;06/06/2020;25/11/2021
AF.2056;"Création et innovation technologiques / Sciences de l'ingénieur / Sciences et laboratoire / LV1 : anglais, allemand / LV2 : espagnol, anglais, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12213;0940118T;"Lycée polyvalent Louis Armand";"173 boulevard de Strasbourg";;94130;Nogent-sur-Marne;Val-de-Marne;Ile-de-France;Créteil;06/06/2020;20/02/2026
AF.65167;"Biotechnologies / Management et gestion / Santé et social / Sciences et laboratoire / LV1 : anglais / LV2 : espagnol, italien";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8067;0131403E;"Lycée polyvalent Saint-Vincent de Paul";"30 rue Stanislas Torrents";;13006;Marseille;Bouches-du-Rhône;"Provence-Alpes-Côte d'Azur";Aix-Marseille;06/06/2020;06/06/2020
AF.65152;"Arts : arts plastiques / Biotechnologies / Éducation physique et sportive / Espagnol / Allemand / Chinois / Langues et cultures de l'Antiquité : grec / Langues et cultures de l'Antiquité : latin / Management et gestion / Santé et social / Sciences de l'ingénieur / Sciences et laboratoire / LV1 : anglais, allemand / LV2 : espagnol, anglais, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16093;0680149T;"Lycée privé Saint-André";"19 rue Rapp";;68000;Colmar;Haut-Rhin;"Grand Est";Strasbourg;06/06/2020;06/06/2020
AF.56080;"LV1 : anglais, allemand / LV2 : anglais, allemand, russe";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6626;0681817F;"Lycée polyvalent Lazare de Schwendi";"19 route de Turckheim";;68040;Ingersheim;Haut-Rhin;"Grand Est";Strasbourg;06/06/2020;06/06/2020
AF.88390;"Création et innovation technologiques / Éducation physique et sportive / Sciences de l'ingénieur / Sciences et laboratoire / LV1 : anglais, allemand / LV2 : espagnol, anglais, allemand, italien";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12148;0021476U;"Lycée polyvalent Léonard de Vinci";"1 espace Jean Guerland";;2331;Soissons;Aisne;Hauts-de-France;Amiens;06/06/2020;23/09/2025
AF.72656;"Arts : arts plastiques / Arts : cinéma-audiovisuel / Éducation physique et sportive / Sciences de l'ingénieur / Sciences et laboratoire / LV1 : anglais / LV2 : espagnol, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6045;0340011C;"Lycée polyvalent Jean Moulin";"Avenue des Martyrs de la Résistance";"BP 745";34521;Béziers;Hérault;Occitanie;Montpellier;06/06/2020;05/11/2025
AF.71166;"Langues et cultures de l'Antiquité : grec / Langues et cultures de l'Antiquité : latin / LV1 : anglais / LV2 : espagnol, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12024;0320054K;"Lycée général privé Saint-Joseph";"6 chemin de Lamarque";;32700;Lectoure;Gers;Occitanie;Toulouse;06/06/2020;09/01/2025
AF.36594;"Écologie, agronomie, territoires, développement durable / Hippologie et équitation / LV1 : espagnol, anglais, allemand / LV2 : espagnol, anglais, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4926;0410018X;"Lycée agricole Agro Campus des 2 vallées";"Rue de la Vallée-du-Loir Areines";"BP 106";41106;Vendôme;Loir-et-Cher;"Centre-Val de Loire";Orléans-Tours;06/06/2020;05/05/2023
AF.50074;"Arts : cinéma-audiovisuel / Arts : théâtre / Atelier artistique / Biotechnologies / Éducation physique et sportive / Italien / Management et gestion / Santé et social / Sciences de l'ingénieur / Sciences et laboratoire / LV1 : anglais / LV2 : espagnol, allemand, italien";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9226;0141555P;"Lycée Marie Curie";"16 rue Octave Gréard";"BP 10158";14504;"Vire Normandie";Calvados;Normandie;Normandie;06/06/2020;07/02/2024
AF.19349;"Éducation physique et sportive / Management et gestion / Sciences de l'ingénieur / Sciences et laboratoire / LV1 : anglais / LV2 : espagnol, tahitien";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5297;9840018X;"Collège et lycée Pomare IV";"34 rue Charles Viénot";"BP 49";98713;Papeete;"Polynésie française";"Collectivités d'outre-mer";"Collectivités d'Outre Mer";06/06/2020;06/06/2020
AF.65223;"Arts : arts plastiques / Langues et cultures de l'Antiquité : latin / LV1 : anglais / LV2 : espagnol, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2669;0331488N;"Lycée privé Saint-Elme";"50 boulevard Deganne";;33120;Arcachon;Gironde;Nouvelle-Aquitaine;Bordeaux;06/06/2020;06/06/2020
AF.36847;"LV1 : anglais / LV2 : espagnol, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7877;0740086S;"Lycée privé Maurice Tièche";"545 chemin de Bottecreux";;74160;Collonges-sous-Salève;Haute-Savoie;Auvergne-Rhône-Alpes;Grenoble;06/06/2020;10/06/2025
AF.53647;"Arts : arts plastiques / Arts : danse / Arts : musique / Biotechnologies / Espagnol / Langues et cultures de l'Antiquité : grec / Langues et cultures de l'Antiquité : latin / Management et gestion / Santé et social / LV1 : anglais, allemand, espagnol / LV2 : anglais, allemand, russe, espagnol";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11989;0670057Y;"Lycée Général Leclerc";"8 rue Poincaré";"BP 80129";67703;Saverne;Bas-Rhin;"Grand Est";Strasbourg;06/06/2020;27/02/2025
AF.118827;"Arts : arts plastiques / Santé et social / LV1 : anglais / LV2 : espagnol";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2157;0340920R;"Lycée privé polyvalent Turgot";"94 rue Pierre Flourens, Parc Euromédecine";;34090;Montpellier;Hérault;Occitanie;Montpellier;20/02/2023;21/11/2024
AF.19261;"Arts : théâtre / Italien / Langues et cultures de l'Antiquité : latin / LV1 : anglais, allemand / LV2 : anglais, allemand, espagnol, italien";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1713;0440166S;"Lycée Notre-Dame de Toutes Aides";"12 rue des Epinettes";"CS 71903";44319;Nantes;Loire-Atlantique;"Pays de la Loire";Nantes;06/06/2020;12/02/2021
AF.53731;"Arts : arts plastiques / Arts : musique / Éducation physique et sportive / Langues et cultures de l'Antiquité : latin / LV1 : anglais, allemand / LV2 : espagnol, anglais, allemand, italien";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8302;0690085T;"Lycée polyvalent René Cassin";"75 route de Saint-Clément";"BP 137";69173;Tarare;Rhône;Auvergne-Rhône-Alpes;Lyon;06/06/2020;29/01/2021
AF.81029;"Arts : arts plastiques / Arts : musique / Éducation physique et sportive / Langues et cultures de l'Antiquité : latin / Russe / LV1 : anglais / LV2 : espagnol, allemand, italien";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6689;0422318S;"Lycée Saint-Pierre";"146 rue des Montagnes du soir";;42210;Montrond-les-Bains;Loire;Auvergne-Rhône-Alpes;Lyon;06/06/2020;28/04/2025
AF.2055;"Italien / Langues et cultures de l'Antiquité : grec / Langues et cultures de l'Antiquité : latin / LV1 : anglais, allemand / LV2 : espagnol, anglais, allemand, italien";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14509;0931585T;"Lycée André Boulloche";"18 boulevard Gutenberg";;93190;Livry-Gargan;Seine-Saint-Denis;Ile-de-France;Créteil;06/06/2020;18/04/2024
AF.47929;"Écologie, agronomie, territoires, développement durable / Pratiques physiques et sportives / LV1 : anglais / LV2 : espagnol, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13684;0080863V;"Lycée agricole de Saint-Laurent";"27 rue du Muguet";;8090;Saint-Laurent;Ardennes;"Grand Est";Reims;06/06/2020;23/02/2026
AF.82369;"Éducation physique et sportive / LV1 : anglais / LV2 : espagnol, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8512;0441982R;"Lycée privé de Bretagne";"15 rue du Landreau";;44300;Nantes;Loire-Atlantique;"Pays de la Loire";Nantes;06/06/2020;29/09/2025
AF.5799;"Éducation physique et sportive / Italien / Langues et cultures de l'Antiquité : grec / Langues et cultures de l'Antiquité : latin / LV1 : anglais / LV2 : espagnol, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18063;0411071S;"Lycée Catholique de Pontlevoy";"70 route de Montrichard";;41400;Pontlevoy;Loir-et-Cher;"Centre-Val de Loire";Orléans-Tours;06/06/2020;20/03/2024
AF.88265;"Arts : arts plastiques / Langues et cultures de l'Antiquité : latin / Management et gestion / Sciences de l'ingénieur / Sciences et laboratoire / LV1 : anglais / LV2 : espagnol, allemand, italien";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1117;0060673Z;"Lycée Stanislas";"1 place Stanislas";"CS 70046";6414;Cannes;Alpes-Maritimes;"Provence-Alpes-Côte d'Azur";Nice;06/06/2020;06/06/2020
AF.13531;"Allemand / Portugais / Arts : théâtre / Création et innovation technologiques / Management et gestion / Sciences de l'ingénieur / Sciences et laboratoire / LV1 : anglais / LV2 : espagnol, allemand, portugais, créole";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12053;9730108E;"Lycée polyvalent Gaston Monnerville";"Rue du lycée";"BP 712";97387;Kourou;Guyane;Guyane;Guyane;06/06/2020;06/02/2025
AF.36680;"Allemand / Créole / Arts : cinéma-audiovisuel / Arts : histoire des arts / Arts : théâtre / Biotechnologies / Création et culture-design / Création et innovation technologiques / Langues et cultures de l'Antiquité : latin / Sciences de l'ingénieur / Sciences et laboratoire / LV1 : anglais / LV2 : espagnol";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16388;9710884J;"Lycée polyvalent Raoul Georges Nicolo";"258 avenue Francois Mitterrand, Quartier Rivière des Pères";;97100;Basse-Terre;Guadeloupe;Guadeloupe;Guadeloupe;06/06/2020;22/03/2023
AF.36619;"Arts : cinéma-audiovisuel / Arts : théâtre / Biotechnologies / Création et innovation technologiques / Éducation physique et sportive / Espagnol / Italien / Sciences de l'ingénieur / Sciences et laboratoire / LV1 : anglais / LV2 : espagnol, anglais, allemand, italien";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14733;0061760F;"Lycée Alexis de Tocqueville";"22 chemin de l'Orme";"BP 72111";6131;Grasse;Alpes-Maritimes;"Provence-Alpes-Côte d'Azur";Nice;06/06/2020;06/06/2020
AF.88500;"Italien / Chinois / Langues et cultures de l'Antiquité : latin / LV1 : anglais, espagnol / LV2 : espagnol, allemand, italien, anglais";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12227;0311132M;"Lycée général privé L'Annonciation";"7 chemin de Percin";;31840;Seilh;Haute-Garonne;Occitanie;Toulouse;06/06/2020;24/01/2025
AF.7814;"Biotechnologies / Création et innovation technologiques / Management et gestion / Santé et social / Sciences de l'ingénieur / Sciences et laboratoire / LV1 : espagnol, anglais / LV2 : espagnol, anglais, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7740;0650065T;"Lycée technologique privé Pradeau-La Sède Saint-Pierre";"14 rue Mesclin";;65912;Tarbes;Hautes-Pyrénées;Occitanie;Toulouse;06/06/2020;11/12/2025
AF.70964;"Création et innovation technologiques / LV1 : anglais / LV2 : espagnol, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13275;0754015G;"L'école Jules Richard";"21 rue Carducci";;75019;Paris;Paris;Ile-de-France;Paris;06/06/2020;18/03/2025
AF.30917;"Arts : arts plastiques / Éducation physique et sportive / Italien / Langues et cultures de l'Antiquité : latin / LV1 : anglais, allemand / LV2 : espagnol, anglais, allemand, italien";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14374;0771027Y;"Lycée polyvalent Frédéric Joliot-Curie";"168 rue Frédéric Joliot-Curie";"BP 36";77196;Dammarie-les-Lys;Seine-et-Marne;Ile-de-France;Créteil;06/06/2020;20/02/2025
AF.25069;"Écologie, agronomie, territoires, développement durable / Hippologie et équitation / Pratiques physiques et sportives / Pratiques professionnelles / LV1 : anglais / LV2 : espagnol, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11500;0021818R;"Lycée agricole privé Robert Schuman";"10 route d'Ugny";;2300;Chauny;Aisne;Hauts-de-France;Amiens;06/06/2020;04/05/2023
AF.82408;"Arts : arts plastiques / Création et innovation technologiques / Éducation physique et sportive / Langues et cultures de l'Antiquité : latin / Occitan / Espagnol / Sciences de l'ingénieur / LV1 : espagnol, anglais / LV2 : espagnol, allemand, anglais, occitan";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12362;0120025M;"Lycée polyvalent Jean Jaurès";"625 avenue Jean Jaurès";;12400;Saint-Affrique;Aveyron;Occitanie;Toulouse;06/06/2020;23/09/2022
AF.9720;"Arts : arts plastiques / Arts : musique / Arts : théâtre / Italien / Langues et cultures de l'Antiquité : latin / Management et gestion / LV1 : anglais / LV2 : espagnol, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8704;0920908M;"Lycée Saint-Thomas de Villeneuve";"1646 avenue Roger Salengro";;92370;Chaville;Hauts-de-Seine;Ile-de-France;Versailles;06/06/2020;06/06/2020
AF.47945;"Arts : arts plastiques / Éducation physique et sportive / Espagnol / Chinois / Italien / Langues et cultures de l'Antiquité : grec / Langues et cultures de l'Antiquité : latin / Sciences et laboratoire / LV1 : anglais, allemand / LV2 : espagnol, anglais, allemand, italien";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2325;0690552A;"Lycée Notre-Dame de Mongré";"276 avenue Saint-Exupéry";;69400;Villefranche-sur-Saône;Rhône;Auvergne-Rhône-Alpes;Lyon;06/06/2020;04/03/2022
AF.70911;"Biotechnologies / Création et innovation technologiques / Éducation physique et sportive / Santé et social / Sciences de l'ingénieur / LV1 : anglais / LV2 : espagnol, anglais, allemand, italien";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14271;0840005Z;"Lycée polyvalent Philippe de Girard";"138 route de Tarascon";"BP 848";84082;Avignon;Vaucluse;"Provence-Alpes-Côte d'Azur";Aix-Marseille;06/06/2020;05/04/2023
AF.19316;"Création et innovation technologiques / Éducation physique et sportive / Sciences de l'ingénieur / LV1 : anglais, allemand / LV2 : espagnol, anglais, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11338;0880152M;"Lycée des métiers de l'ingénierie et des créations industrielles Georges Baumont";"32 rue de l'Orme";;88100;Saint-Dié-des-Vosges;Vosges;"Grand Est";Nancy-Metz;06/06/2020;06/06/2020
AF.88425;"Arts : arts plastiques / Arts : musique / Chinois / Italien / Management et gestion / LV1 : anglais / LV2 : espagnol, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8447;0753852E;"Lycée privé Sainte-Jeanne-Élisabeth";"8 rue Maurice de la Sizeranne";;75007;Paris;Paris;Ile-de-France;Paris;06/06/2020;15/06/2023
AF.59666;"Arts : arts plastiques / Italien / Langues et cultures de l'Antiquité : latin / Management et gestion / LV1 : anglais, allemand / LV2 : espagnol, anglais, allemand, portugais, italien";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13203;0740013M;"Lycée polyvalent Guillaume Fichet";"219 rue de Pressy";"BP 150";74136;Bonneville;Haute-Savoie;Auvergne-Rhône-Alpes;Grenoble;06/06/2020;03/01/2022
AF.65122;"Italien / Langues et cultures de l'Antiquité : latin / Sciences et laboratoire / LV1 : anglais, allemand / LV2 : espagnol, anglais, allemand, italien";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12656;0250058C;"Lycée général et technologique Armand Peugeot";"30 rue des Carrières";"BP 22119";25702;Valentigney;Doubs;Bourgogne-Franche-Comté;Besançon;06/06/2020;29/03/2022
AF.91416;"Arts : danse / Langues et cultures de l'Antiquité : latin / LV1 : anglais / LV2 : espagnol, italien";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16973;0133931C;"Lycée Notre-Dame de la Viste";"111 chemin Henri Beyle";"BP 12";13314;Marseille;Bouches-du-Rhône;"Provence-Alpes-Côte d'Azur";Aix-Marseille;06/06/2020;06/06/2020
AF.78719;"Arts : arts plastiques / Arts : danse / Éducation physique et sportive / Espagnol / Allemand / Italien / Langues et cultures de l'Antiquité : grec / Langues et cultures de l'Antiquité : latin / LV1 : anglais, allemand / LV2 : espagnol, anglais, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2796;0760096S;"Lycée Gustave Flaubert";"1 rue Albert Dupuis";;76044;Rouen;Seine-Maritime;Normandie;Normandie;06/06/2020;07/02/2023
AF.50968;"Arabe / Espagnol / Management et gestion / LV1 : anglais, arabe / LV2 : espagnol, arabe";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18115;0694086S;"Lycée Al Kindi";"15 rue Sully";;69150;Décines-Charpieu;Rhône;Auvergne-Rhône-Alpes;Lyon;06/06/2020;11/09/2025
