"Identifiant action de formation";"Enseignements de spécialité de classe de 1ère générale";"Identifiant et fiche onisep lieu de cours";"UAI lieu de cours";"Libellé lieu de cours";"Adresse lieu de cours";"Boîte postale lieu de cours";"Code postal lieu de cours";"Commune lieu de cours";"Département lieu de cours";"Région lieu de cours";"Académie lieu de cours";"AF date création";"AF date de modification"
AF.86634;"sciences économiques et sociales / arts : arts plastiques / humanités, littérature et philosophie / sciences de l'ingénieur / histoire-géographie, géopolitique et sciences politiques / mathématiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1633;0940126B;"Lycée polyvalent Maximilien Perret";"Place San Benedetto del Tronto";"BP 56";94142;Alfortville;Val-de-Marne;Ile-de-France;Créteil;06/06/2020;24/02/2026
AF.86752;"sciences économiques et sociales / sciences de l'ingénieur / histoire-géographie, géopolitique et sciences politiques / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8396;0341521U;"Lycée privé polyvalent St Joseph Pierre Rouge";"600 avenue du campus Agropolis, Baillarguet";;34980;Montferrier-sur-Lez;Hérault;Occitanie;Montpellier;06/06/2020;06/06/2020
AF.86765;"sciences économiques et sociales / humanités, littérature et philosophie / sciences de l'ingénieur / histoire-géographie, géopolitique et sciences politiques / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / LLCER allemand / LLCER anglais - monde contemporain";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12558;0672534R;"Lycée polyvalent du Haut-Barr";"4 rue Jean de Manderscheid";"BP 50108";67703;Saverne;Bas-Rhin;"Grand Est";Strasbourg;06/06/2020;02/02/2026
AF.86777;"sciences économiques et sociales / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / LLCER anglais / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais - monde contemporain / éducation physique, pratiques et culture sportives";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12180;0371417P;"Lycée Jean Monnet";"45 rue de la Gitonnière";"BP 600";37306;Joué-lès-Tours;Indre-et-Loire;"Centre-Val de Loire";Orléans-Tours;06/06/2020;25/03/2024
AF.86787;"sciences économiques et sociales / arts : arts plastiques / humanités, littérature et philosophie / sciences de l'ingénieur / histoire-géographie, géopolitique et sciences politiques / mathématiques / littérature et langues et cultures de l'Antiquité / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais / LLCER espagnol / LLCER anglais - monde contemporain";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14365;0270044B;"Lycée Georges Dumézil";"Route d'Ivry";"BP 909";27207;Vernon;Eure;Normandie;Normandie;06/06/2020;25/01/2022
AF.86798;"sciences économiques et sociales / humanités, littérature et philosophie / sciences de l'ingénieur / histoire-géographie, géopolitique et sciences politiques / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais / éducation physique, pratiques et culture sportives";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4581;9741263E;"Lycée polyvalent Pierre Lagourgue";"30 Chemin Mazeau, Trois Mares";;97430;"Le Tampon";"La Réunion";"La Réunion";"La Réunion";06/06/2020;17/02/2025
AF.86808;"sciences économiques et sociales / arts : histoire des arts / arts : arts plastiques / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / LLCER anglais / mathématiques / littérature et langues et cultures de l'Antiquité / physique-chimie / sciences de la vie et de la Terre / numérique et sciences informatiques / LLCER anglais - monde contemporain";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7401;0160003S;"Lycée Marguerite de Valois";"12 rue Louise Lériget";"CS 52324";16023;Angoulême;Charente;Nouvelle-Aquitaine;Poitiers;06/06/2020;11/02/2021
AF.86813;"sciences économiques et sociales / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / mathématiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais - monde contemporain";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7667;0720843A;"Lycée polyvalent Sainte-Anne";"5 rue Alain de Rouge";"BP 175";72300;Sablé-sur-Sarthe;Sarthe;"Pays de la Loire";Nantes;06/06/2020;20/02/2026
AF.86823;"biologie-écologie / mathématiques / physique-chimie";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12598;0100734U;"Lycée agricole privé Sainte-Maure";"105 route de Mery sur Seine";;10150;Sainte-Maure;Aube;"Grand Est";Reims;06/06/2020;26/02/2021
AF.86825;"sciences économiques et sociales / humanités, littérature et philosophie / sciences de l'ingénieur / histoire-géographie, géopolitique et sciences politiques / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais / LLCER espagnol";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6954;0330020T;"Lycée Jaufré Rudel";"2 rue Urbain Chasseloup";"BP 70";33394;Blaye;Gironde;Nouvelle-Aquitaine;Bordeaux;06/06/2020;03/04/2025
AF.86832;"sciences économiques et sociales / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / LLCER anglais / mathématiques / physique-chimie / sciences de la vie et de la Terre";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14012;0260066F;"Lycée général privé Saint-Maurice";"3 rue Georges Bernard";"CS 51007";26106;Romans-sur-Isère;Drôme;Auvergne-Rhône-Alpes;Grenoble;06/06/2020;06/06/2020
AF.86844;"sciences économiques et sociales / arts : arts plastiques / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / mathématiques / littérature et langues et cultures de l'Antiquité / physique-chimie / sciences de la vie et de la Terre / LLCER anglais";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10401;0830099G;"Lycée Fénelon";"251 rue Pourquoi Pas";;83000;Toulon;Var;"Provence-Alpes-Côte d'Azur";Nice;06/06/2020;13/02/2026
AF.86846;"sciences économiques et sociales / humanités, littérature et philosophie / sciences de l'ingénieur / histoire-géographie, géopolitique et sciences politiques / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12622;9760127J;"Lycée Younoussa Bamana";"1 rue du lycée";"BP 46";97600;Mamoudzou;Mayotte;Mayotte;Mayotte;06/06/2020;26/03/2021
AF.86855;"sciences économiques et sociales / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / LLCER anglais / mathématiques / littérature et langues et cultures de l'Antiquité / physique-chimie / sciences de la vie et de la Terre / LLCER anglais - monde contemporain";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2834;0261397C;"Lycée polyvalent Henri Laurens";"8 rue Marcel Paul";"BP 109";26241;Saint-Vallier;Drôme;Auvergne-Rhône-Alpes;Grenoble;06/06/2020;27/09/2021
AF.86861;"arts : arts plastiques / arts : musique / numérique et sciences informatiques / histoire-géographie, géopolitique et sciences politiques / humanités, littérature et philosophie / LLCER anglais - monde contemporain / mathématiques / physique-chimie / sciences de la vie et de la Terre / sciences économiques et sociales";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5530;0561627P;"Lycée Charles de Gaulle";"23 avenue Paul Cézanne";"BP 562";56017;Vannes;Morbihan;Bretagne;Rennes;06/06/2020;10/07/2025
AF.86872;"sciences économiques et sociales / histoire-géographie, géopolitique et sciences politiques / mathématiques / physique-chimie / sciences de la vie et de la Terre";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12611;0541313J;"Lycée Saint-Léon IX";"32 avenue Foch";;54000;Nancy;Meurthe-et-Moselle;"Grand Est";Nancy-Metz;06/06/2020;11/02/2022
AF.86880;"sciences économiques et sociales / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais / LLCER espagnol";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11364;0610021S;"Lycée Jean Guéhenno";"16 rue Pierre Huet";"BP 269";61105;Flers;Orne;Normandie;Normandie;06/06/2020;05/02/2021
AF.86890;"humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / mathématiques / LLCER anglais";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18337;0596900E;"École technologique privée du Valenciennes Football Club";"Route Départementale 958, Le Mont Houy";;59300;Famars;Nord;Hauts-de-France;Lille;06/06/2020;21/01/2026
AF.86902;"LLCER anglais / LLCER anglais - monde contemporain / humanités, littérature et philosophie / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / sciences de l'ingénieur / histoire-géographie, géopolitique et sciences politiques";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13824;0380033E;"Lycée polyvalent Vaucanson";"27 rue Anatole France";;38030;Grenoble;Isère;Auvergne-Rhône-Alpes;Grenoble;06/06/2020;29/01/2024
AF.86911;"sciences économiques et sociales / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / mathématiques / physique-chimie / sciences de la vie et de la Terre / langues, littératures et cultures étrangères et régionales";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8251;0920142E;"Lycée Louis Pasteur";"21 boulevard d'Inkermann";;92200;Neuilly-sur-Seine;Hauts-de-Seine;Ile-de-France;Versailles;06/06/2020;06/06/2020
AF.86921;"sciences économiques et sociales / humanités, littérature et philosophie / sciences de l'ingénieur / histoire-géographie, géopolitique et sciences politiques / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / langues, littératures et cultures étrangères et régionales";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10768;0921230M;"Lycée Léonard de Vinci";"4 avenue Georges Pompidou";;92300;Levallois-Perret;Hauts-de-Seine;Ile-de-France;Versailles;06/06/2020;06/06/2020
AF.86932;"biologie-écologie / mathématiques / physique-chimie";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14222;0580055V;"Lycée d'enseignement général et technologique agricole de Nevers-Challuy";"243 route de Lyon";;58000;Challuy;Nièvre;Bourgogne-Franche-Comté;Dijon;06/06/2020;06/06/2020
AF.86934;"arts : musique / humanités, littérature et philosophie / arts : cinéma - audiovisuel / sciences de l'ingénieur / histoire-géographie, géopolitique et sciences politiques / mathématiques / littérature et langues et cultures de l'Antiquité / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais - monde contemporain / sciences économiques et sociales";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15097;0040010P;"Lycée Félix Esclangon";"Boulevard Martin Bret";"BP 336";4103;Manosque;Alpes-de-Haute-Provence;"Provence-Alpes-Côte d'Azur";Aix-Marseille;06/06/2020;06/04/2023
AF.86943;"mathématiques / sciences économiques et sociales / numérique et sciences informatiques / sciences de la vie et de la Terre / physique-chimie / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / LLCER anglais";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16917;0062094U;"Cours privé Cyrano Lycée";"5 rue d'Italie";;6000;Nice;Alpes-Maritimes;"Provence-Alpes-Côte d'Azur";Nice;06/06/2020;15/05/2025
AF.86949;"sciences économiques et sociales / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3549;0753943D;"Lycée privé de la Tour";"86 rue de la Tour";;75116;Paris;Paris;Ile-de-France;Paris;06/06/2020;02/03/2022
AF.86963;"sciences économiques et sociales / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / mathématiques / physique-chimie / sciences de la vie et de la Terre / numérique et sciences informatiques / LLCER anglais - monde contemporain";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5492;0631033F;"Lycée général et technologique privé Sévigné Saint-Louis";"2 avenue de la Libération";;63500;Issoire;Puy-de-Dôme;Auvergne-Rhône-Alpes;Clermont-Ferrand;06/06/2020;05/02/2021
AF.86970;"sciences économiques et sociales / histoire-géographie, géopolitique et sciences politiques / mathématiques / sciences de la vie et de la Terre";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2710;0752456M;"Lycée Saint-Hilaire";"82 rue Bonaparte";;75006;Paris;Paris;Ile-de-France;Paris;06/06/2020;06/03/2025
AF.86983;"sciences économiques et sociales / humanités, littérature et philosophie / arts : cinéma - audiovisuel / histoire-géographie, géopolitique et sciences politiques / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais - monde contemporain / arts : histoire des arts";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.19631;0130160D;"Lycée de l'Empéri";"21 montée du Puech";"BP 134";13657;Salon-de-Provence;Bouches-du-Rhône;"Provence-Alpes-Côte d'Azur";Aix-Marseille;06/06/2020;03/04/2023
AF.86996;"sciences économiques et sociales / humanités, littérature et philosophie / sciences de l'ingénieur / histoire-géographie, géopolitique et sciences politiques / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais - monde contemporain";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2375;0530048P;"Lycée de l'Immaculée Conception";"15 rue Crossardière";;53000;Laval;Mayenne;"Pays de la Loire";Nantes;06/06/2020;12/02/2021
AF.87007;"sciences de l'ingénieur / histoire-géographie, géopolitique et sciences politiques / humanités, littérature et philosophie / LLCER anglais / mathématiques / physique-chimie / sciences de la vie et de la Terre / sciences économiques et sociales / éducation physique, pratiques et culture sportives";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10423;0350022J;"Lycée Beaumont";"10 rue du Lycée";"BP 90503";35605;Redon;Ille-et-Vilaine;Bretagne;Rennes;06/06/2020;09/07/2025
AF.87012;"sciences économiques et sociales / arts : théâtre / humanités, littérature et philosophie / arts : cinéma - audiovisuel / sciences de l'ingénieur / histoire-géographie, géopolitique et sciences politiques / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais / LLCER espagnol / LLCER anglais - monde contemporain";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14617;0300002P;"Lycée polyvalent Jean-Baptiste Dumas";"Place de Belgique";"BP 236";30104;Alès;Gard;Occitanie;Montpellier;06/06/2020;30/03/2021
AF.87022;"sciences de l'ingénieur / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais / sciences économiques et sociales / histoire-géographie, géopolitique et sciences politiques";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3510;0520028Y;"Lycée polyvalent Blaise Pascal";"1 avenue Marcel Paul";"CS 11059";52105;Saint-Dizier;Haute-Marne;"Grand Est";Reims;06/06/2020;06/01/2026
AF.87023;"sciences économiques et sociales / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / LLCER anglais / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais - monde contemporain";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14980;0622110G;"Lycée général et technologique Saint-Pierre";"26 rue du four à chaux";;62100;Calais;Pas-de-Calais;Hauts-de-France;Lille;06/06/2020;12/02/2026
AF.87036;"sciences économiques et sociales / arts : arts plastiques / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais / LLCER anglais - monde contemporain";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12031;0140004D;"Lycée Alain Chartier";"Place de la Lombarderie";"BP 20216";14402;Bayeux;Calvados;Normandie;Normandie;06/06/2020;05/02/2021
AF.87045;"sciences économiques et sociales / LLCER espagnol / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / LLCER anglais / mathématiques / physique-chimie / sciences de la vie et de la Terre";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16470;0530046M;"Lycée général et technologique privé Saint-Michel";"5 rue Henri Dunant";"BP 10419";53204;Château-Gontier-sur-Mayenne;Mayenne;"Pays de la Loire";Nantes;06/06/2020;20/02/2026
